apple_slice,manual_label,bitterpit,holes,rot,calix,stem,bruises,core,browning,normal,background,unannotated
31206_433,False,880,0,229,0,47,217,4881,134,639357,299039,0
31206_434,False,1127,0,271,0,4,237,3565,103,640096,299381,0
31206_435,False,1034,46,191,0,25,289,4520,77,641065,297537,0
31206_436,False,1154,0,20,0,26,228,3667,141,641244,298304,0
31206_437,False,1336,0,76,0,81,273,4862,156,643053,294947,0
31206_438,False,1201,0,10,0,22,242,4957,22,645086,293244,0
31206_439,False,1539,0,18,0,9,307,4565,113,645340,292893,0
31206_440,False,1243,0,6,0,11,313,4915,223,647802,290271,0
31206_441,False,845,0,1,0,35,328,5283,276,649032,288984,0
31206_442,False,877,0,40,0,48,195,5395,111,651228,286890,0
31206_443,False,1010,2,69,0,47,319,5344,98,652324,285571,0
31206_444,False,1013,0,0,0,11,300,5506,511,652086,285357,0
31206_445,False,851,0,0,0,104,334,5160,17,653935,284383,0
31206_446,False,2398,0,17,0,4,393,3779,363,653845,283985,0
31206_447,False,2478,0,32,0,23,381,3691,258,654570,283351,0
31206_448,False,1183,0,27,0,31,352,4716,343,656474,281658,0
31206_449,False,1106,1,0,0,61,334,5592,80,657183,280427,0
31206_450,False,785,0,16,0,15,270,5153,0,659036,279509,0
31206_451,False,291,5,149,0,6,324,6131,0,661759,276119,0
31206_452,False,151,0,0,0,2,358,6394,15,661418,276446,0
31206_453,False,82,1,5,0,114,411,5712,77,660393,277989,0
31206_454,False,183,2,9,0,162,400,6853,291,660310,276574,0
31206_455,False,6,0,47,0,127,377,6330,212,660868,276817,0
31206_456,False,58,0,6,0,90,329,6187,260,661358,276496,0
31206_457,False,15,7,7,0,158,342,7291,0,663356,273608,0
31206_458,False,363,0,124,0,15,388,7482,2,663956,272454,0
31206_459,False,398,0,0,0,107,367,8045,170,663975,271722,0
31206_460,False,56,0,0,0,58,423,8605,201,663977,271464,0
31206_461,False,144,7,21,0,156,514,9440,140,663241,271121,0
31206_462,False,296,1,51,0,126,469,10406,195,663020,270220,0
31206_463,False,360,3,7,0,143,467,10654,91,664157,268902,0
31206_464,False,328,42,20,0,64,448,11985,0,663373,268524,0
31206_465,False,419,0,68,0,101,501,13367,198,663056,267074,0
31206_466,False,268,0,15,0,108,598,13690,241,662487,267377,0
31206_467,False,140,4,10,0,70,548,14874,320,662764,266054,0
31206_468,False,493,0,51,0,96,537,15981,195,663314,264117,0
31206_469,False,313,0,40,0,24,675,17043,340,662480,263869,0
31206_470,False,368,0,5,0,107,648,17481,310,662845,263020,0
31206_471,False,391,0,49,0,166,654,18563,398,661933,262630,0
31206_472,False,416,0,122,0,178,759,18850,351,661432,262676,0
31206_473,False,160,0,80,0,172,807,19504,230,661627,262204,0
31206_474,False,204,0,129,0,70,900,20311,155,662184,260831,0
31206_475,False,440,0,91,0,0,967,21706,81,662411,259088,0
31206_476,False,294,0,32,0,48,823,22281,153,663082,258071,0
31206_477,False,381,0,83,0,117,972,22613,60,662177,258381,0
31206_478,False,198,32,74,0,68,1070,22821,43,661663,258815,0
31206_479,False,299,0,77,0,6,973,23632,84,661477,258236,0
31206_480,False,408,0,92,0,100,1127,24079,176,660265,258537,0
31206_481,False,44,0,149,0,92,1094,24851,419,661908,256227,0
31206_482,False,338,0,21,0,53,1221,25247,16,663063,254825,0
31206_483,False,262,0,47,0,187,1148,25845,118,663175,254002,0
31206_484,False,372,0,0,0,206,1382,25973,397,662579,253875,0
31206_485,False,417,0,18,0,130,1129,26634,217,661809,254430,0
31206_486,False,558,0,50,0,289,955,27781,41,662382,252728,0
31206_487,False,90,0,69,0,329,1389,28060,417,662271,252159,0
31206_488,False,47,0,141,0,237,1502,27872,218,662024,252743,0
31206_489,False,0,0,39,0,168,1336,28550,413,661840,252438,0
31206_490,False,165,0,64,0,215,1270,28971,451,662702,250946,0
31206_491,False,25,0,27,0,287,1174,29563,314,664390,249004,0
31206_492,False,236,0,0,0,323,1285,29791,226,663756,249167,0
31206_493,False,315,0,38,0,133,1162,30201,308,662719,249908,0
31206_494,False,457,0,18,0,299,1213,31025,252,662183,249337,0
31206_495,False,97,0,32,0,346,1418,30948,167,663966,247810,0
31206_496,False,168,0,7,0,270,1397,31364,100,663580,247898,0
31206_497,False,207,0,0,0,446,1320,31830,323,663923,246735,0
31206_498,False,27,0,5,0,385,1471,32109,197,666458,244132,0
31206_499,False,230,13,4,0,245,1521,32593,64,666192,243922,0
31206_500,False,68,0,51,0,277,1467,33435,21,664937,244528,0
31206_501,False,12,0,42,0,363,1473,33789,66,664955,244084,0
31206_502,False,31,0,132,0,374,1454,34102,155,664791,243745,0
31206_503,False,2,0,133,0,378,1649,34262,185,665240,242935,0
31206_504,False,19,0,191,0,348,1552,34256,198,666041,242179,0
31206_505,False,61,0,179,0,386,1653,34452,102,664869,243082,0
31206_506,False,27,0,154,0,389,1585,35191,127,665006,242305,0
31206_507,False,21,0,100,0,275,1718,35250,213,664785,242422,0
31206_508,False,27,0,93,0,202,1859,35330,33,668063,239177,0
31206_509,False,0,0,92,0,312,1560,35416,9,667007,240388,0
31206_510,False,0,0,82,0,217,1688,35945,33,667311,239508,0
31206_511,False,75,0,96,0,117,1630,36016,176,666666,240008,0
31206_512,False,1,0,46,0,312,1690,36515,48,667603,238569,0
31206_513,False,0,0,152,0,348,1750,36884,36,667462,238152,0
31206_514,False,6,10,30,0,361,1769,37272,19,666374,238943,0
31206_515,False,25,0,97,0,270,1836,37223,1,667045,238287,0
31206_516,False,184,20,271,0,455,1845,37777,37,666823,237372,0
31206_517,False,2,0,351,0,487,1837,37845,91,666475,237696,0
31206_518,False,23,0,191,0,473,1833,38212,46,666354,237652,0
31206_519,False,2,0,229,0,217,1793,38368,262,667602,236311,0
31206_520,False,0,0,141,0,368,1846,38629,209,667333,236258,0
31206_521,False,48,0,232,0,409,1877,39135,158,667622,235303,0
31206_522,False,31,0,308,0,425,2076,39163,167,667832,234782,0
31206_523,False,92,0,460,0,311,1986,38954,134,668088,234759,0
31206_524,False,15,0,416,0,302,1855,38950,45,667666,235535,0
31206_525,False,54,0,541,0,266,1958,39507,94,667775,234589,0
31206_526,False,117,14,653,0,384,1729,39195,36,668133,234523,0
31206_527,False,149,7,445,0,375,1726,39329,201,670260,232292,0
31206_528,False,37,0,533,0,343,1836,39104,116,669636,233179,0
31206_529,False,12,0,314,0,401,1891,39615,120,669434,232997,0
31206_530,False,5,0,141,0,333,1893,39318,174,669530,233390,0
31206_531,False,111,18,49,0,337,1679,39532,78,670174,232806,0
31206_532,False,49,0,110,0,297,1639,39427,409,671213,231640,0
31206_533,False,103,0,379,0,449,1786,39284,240,671406,231137,0
31206_534,False,178,0,468,0,348,1743,39592,130,671490,230835,0
31206_535,False,309,3,534,0,552,1819,39993,55,670576,230943,0
31206_536,False,151,0,615,0,584,1867,40074,397,670916,230180,0
31206_537,False,356,0,498,0,426,1703,39781,167,670266,231587,0
31206_538,False,182,0,490,0,371,1799,39611,155,669911,232265,0
31206_539,False,581,0,653,0,476,1742,38991,147,669101,233093,0
31206_540,False,494,0,967,0,371,1733,39501,121,670662,230935,0
31206_541,False,593,0,977,0,491,1603,39411,518,670037,231154,0
31206_542,False,397,0,939,0,560,1683,39255,1157,668743,232050,0
31206_543,False,698,0,817,0,315,1986,39536,1348,668796,231288,0
31206_544,False,1564,0,943,2,324,1924,39175,986,669141,230725,0
31206_545,False,1517,2,1398,0,331,1806,39563,1274,669522,229371,0
31206_546,False,1257,2,1230,0,261,1539,39483,1713,669136,230163,0
31206_547,False,2268,5,996,0,322,1629,38895,1446,668407,230816,0
31206_548,False,1754,0,1007,0,299,1571,39367,1347,669158,230281,0
31206_549,False,1424,0,965,0,302,1605,39564,1852,668759,230313,0
31206_550,False,1408,5,829,0,235,1468,40200,2214,669837,228588,0
31206_551,False,976,0,741,0,181,1482,39149,3920,668185,230150,0
31206_552,False,1063,0,789,0,337,1609,38946,3608,668102,230330,0
31206_553,False,1257,0,885,0,208,1489,38647,2587,668668,231043,0
31206_554,False,1212,0,926,0,356,1608,38592,3387,668320,230383,0
31206_555,False,1561,0,1044,0,361,1433,37733,3670,668749,230233,0
31206_556,False,1702,32,756,0,312,1922,37210,3701,669422,229727,0
31206_557,False,1774,6,910,0,273,1609,36774,4424,667319,231695,0
31206_558,False,2934,1,844,0,390,1704,36170,3711,668856,230174,0
31206_559,False,1492,0,703,0,480,1401,37042,4445,669107,230114,0
31206_560,False,1419,11,933,0,512,1359,37091,4107,669543,229809,0
31206_561,False,1240,9,475,0,365,1414,35416,5742,669812,230311,0
31206_562,False,1755,0,736,0,490,1601,35262,5925,668989,230026,0
31206_563,False,1951,21,1267,0,535,1470,35118,4766,669737,229919,0
31206_564,False,1614,30,769,0,541,1451,34931,4776,670096,230576,0
31206_565,False,1419,0,766,0,492,1407,35096,4779,671747,229078,0
31206_566,False,1748,0,758,0,521,1666,35348,4716,670555,229472,0
31206_567,False,899,1,1120,0,623,1474,35001,5288,670937,229441,0
31206_568,False,2060,0,812,0,425,1312,34073,4661,672131,229310,0
31206_569,False,2803,23,786,0,418,1403,32790,5352,671917,229292,0
31206_570,False,2026,106,725,1,461,1438,33286,5605,671181,229955,0
31206_571,False,1692,62,766,0,468,1425,32583,5939,670977,230872,0
31206_572,False,1808,24,307,0,477,1416,32490,6587,670025,231650,0
31206_573,False,1707,13,731,0,406,1353,31686,6780,671485,230623,0
31206_574,False,1862,145,684,0,467,1287,32427,5940,670357,231615,0
31206_575,False,1270,50,298,0,430,1311,32536,6906,669201,232782,0
31206_576,False,1689,36,242,10,485,1248,31639,8580,669605,231250,0
31206_577,False,1821,11,205,0,564,1365,30853,7745,669433,232787,0
31206_578,False,2328,42,513,0,402,1312,30677,5706,671242,232562,0
31206_579,False,2107,21,988,0,349,1236,30047,5837,671973,232226,0
31206_580,False,1907,5,543,0,430,1327,29888,6578,672427,231679,0
31206_581,False,1877,7,603,0,452,1426,29589,5876,673444,231510,0
31206_582,False,1854,39,730,0,390,1280,29961,4678,673999,231853,0
31206_583,False,1337,17,707,0,463,1226,30066,4121,675074,231773,0
31206_584,False,1572,11,842,0,415,1336,28322,5888,673837,232561,0
31206_585,False,1341,13,995,0,427,1239,28779,5725,673500,232765,0
31206_586,False,1710,60,875,0,335,1181,27586,5630,675576,231831,0
31206_587,False,1546,2,1070,0,301,1194,28284,4510,675153,232724,0
31206_588,False,1032,3,1011,0,470,1169,28322,4754,674943,233080,0
31206_589,False,1287,0,1267,0,452,1271,27216,5779,675009,232503,0
31206_590,False,1104,7,1326,0,503,1192,27180,5169,674876,233427,0
31206_591,False,950,18,1042,0,415,1249,26785,5879,672605,235841,0
31206_592,False,888,4,1105,0,426,1272,26505,6396,672955,235233,0
31206_593,False,650,0,1025,0,389,1151,26975,5986,674080,234528,0
31206_594,False,659,0,950,0,424,1308,25607,6655,674365,234816,0
31206_595,False,513,5,946,0,401,1245,24708,7708,672820,236438,0
31206_596,False,777,0,1080,0,463,1280,23572,7444,674601,235567,0
31206_597,False,137,6,1177,0,523,1303,23224,7368,674629,236417,0
31206_598,False,680,0,1621,0,426,1122,22708,7363,672718,238146,0
31206_599,False,490,0,688,0,462,1102,23612,6950,673613,237867,0
31206_600,False,591,19,998,0,478,1133,22877,7031,675106,236551,0
31206_601,False,383,2,706,0,418,1257,22362,7564,674011,238081,0
31206_602,False,172,35,1074,0,533,1211,22131,6167,675269,238192,0
31206_603,False,81,35,870,0,418,969,21326,6496,675284,239305,0
31206_604,False,111,106,249,0,650,943,21658,6579,675629,238859,0
31206_605,False,196,46,205,6,587,842,20936,7913,673714,240339,0
31206_606,False,183,0,198,0,561,881,20421,6494,675634,240412,0
31206_607,False,228,25,505,0,404,981,19761,6561,675721,240598,0
31206_608,False,332,6,461,0,469,1078,19084,6962,676027,240365,0
31206_609,False,108,2,290,0,523,1006,19424,5839,677632,239960,0
31206_610,False,30,0,1006,0,389,1019,18391,6373,676619,240957,0
31206_611,False,67,0,1346,0,433,1016,16971,7998,675332,241621,0
31206_612,False,162,110,969,0,667,852,16759,8231,674541,242493,0
31206_613,False,106,53,1009,0,599,886,16390,7688,676093,241960,0
31206_614,False,81,100,944,0,505,927,15787,7638,676888,241914,0
31206_615,False,129,15,781,3,471,1012,15298,7156,676710,243209,0
31206_616,False,134,15,884,0,402,975,15095,6791,676853,243635,0
31206_617,False,192,1,938,0,412,1012,14663,7452,675617,244497,0
31206_618,False,23,52,998,0,393,1045,14318,7061,675454,245440,0
31206_619,False,185,222,722,0,389,1085,13585,6764,677596,244236,0
31206_620,False,258,36,937,0,330,1063,12870,6404,677431,245455,0
31206_621,False,140,367,705,0,377,935,12591,7290,676041,246338,0
31206_622,False,174,240,820,0,435,848,12352,7604,675238,247073,0
31206_623,False,225,811,690,0,477,1031,11478,7072,676072,246928,0
31206_624,False,70,43,517,0,569,971,11308,7833,677090,246383,0
31206_625,False,1,250,705,0,507,1072,10743,7737,676214,247555,0
31206_626,False,167,299,385,21,552,1003,9949,7591,676434,248383,0
31206_627,False,100,273,373,0,449,1028,9883,7210,677919,247549,0
31206_628,False,123,285,212,0,408,1041,9738,6845,677726,248406,0
31206_629,False,134,0,232,0,364,1131,9685,6740,676787,249711,0
31206_630,False,114,0,272,6,541,1113,8687,6574,676724,250753,0
31206_631,False,2,18,245,0,503,1320,8365,6872,677037,250422,0
31206_632,False,0,6,135,0,546,1250,7405,7172,676642,251628,0
31206_633,False,0,3,4,0,500,1091,7671,7748,676075,251692,0
31206_634,False,0,198,0,2,464,971,7638,7697,676226,251588,0
31206_635,False,6,0,0,0,396,1286,7146,7188,676663,252099,0
31206_636,False,13,0,35,0,406,1303,5724,7447,676161,253695,0
31206_637,False,134,67,209,91,539,1232,2817,7457,675930,256308,0
31206_638,False,180,478,89,31,478,1301,1635,7800,677092,255700,0
31206_639,False,0,0,112,0,353,1331,4052,7492,675970,255474,0
31206_640,False,2,27,176,0,430,1480,3999,7186,675179,256305,0
31206_641,False,187,216,21,0,241,1437,2582,7999,674840,257261,0
31206_642,False,128,310,22,1,299,1403,1868,7506,675659,257588,0
31206_643,False,308,210,4,0,107,1333,2018,6865,676962,256977,0
31206_644,False,69,142,9,0,308,1356,3012,6644,675981,257263,0
31206_645,False,493,0,48,0,210,1466,2502,6871,675349,257845,0
31206_646,False,86,93,6,0,216,1271,2884,6334,676258,257636,0
31206_647,False,0,89,44,0,290,1408,2544,5923,675495,258991,0
31206_648,False,159,29,30,0,315,1376,2579,6058,675311,258927,0
31206_649,False,0,27,63,0,460,1365,2977,5984,674227,259681,0
31206_650,False,0,132,101,0,501,1405,3501,6205,673163,259776,0
31206_651,False,0,33,36,0,410,1330,2912,5540,673849,260674,0
31206_652,False,0,15,0,0,262,1433,2728,5150,673295,261901,0
31206_653,False,0,55,0,0,377,1553,2692,4290,674133,261684,0
31206_654,False,210,1,67,0,471,1385,2780,3463,674251,262156,0
31206_655,False,0,0,64,0,407,1132,2803,4601,672832,262945,0
31206_656,False,0,45,97,0,309,1540,2653,4557,671914,263669,0
31206_657,False,0,242,5,0,267,1733,2441,3501,671587,265008,0
31206_658,False,0,8,17,0,446,1377,2265,3402,670812,266457,0
31206_659,False,15,0,3,0,340,1494,2373,1028,673691,265840,0
31206_660,False,0,38,6,0,409,1523,2628,1291,672265,266624,0
31206_661,False,0,21,25,0,321,1568,2321,580,671799,268149,0
31206_662,False,0,36,67,0,381,1508,2651,221,671715,268205,0
31206_663,False,5,38,71,0,300,1476,2359,61,672114,268360,0
31206_664,False,0,0,20,0,377,1404,2362,71,671992,268558,0
31206_665,False,0,3,0,0,250,1280,2194,45,672170,268842,0
31206_666,False,0,185,24,0,339,1521,1578,33,670438,270666,0
31206_667,False,0,16,35,0,253,1357,1902,123,670291,270807,0
31206_668,False,0,0,8,0,208,1379,1776,22,670982,270409,0
31206_669,False,0,44,59,0,298,1401,1484,75,669721,271702,0
31206_670,False,0,0,66,0,338,1379,1526,26,667947,273502,0
31206_671,False,0,29,81,0,333,1445,1674,43,668722,272457,0
31206_672,False,0,0,88,0,354,1425,1595,54,668134,273134,0
31206_673,False,0,0,75,0,61,1323,1087,50,668369,273819,0
31206_674,False,0,0,11,0,431,1297,1995,78,666791,274181,0
31206_675,False,0,0,99,0,391,1586,1687,86,665754,275181,0
31206_676,False,0,0,114,0,213,1616,1579,107,665047,276108,0
31206_677,False,0,0,13,0,163,1445,1631,49,664902,276581,0
31206_678,False,0,0,59,0,120,1620,1209,23,664074,277679,0
31206_679,False,0,0,101,0,136,1496,1282,41,663279,278449,0
31206_680,False,0,0,92,0,178,1462,1421,5,663037,278589,0
31206_681,False,0,0,24,0,310,1407,1220,54,662801,278968,0
31206_682,False,0,0,48,0,40,1300,1548,60,662244,279544,0
31206_683,False,1,0,52,0,117,1691,1571,14,661435,279903,0
31206_684,False,0,0,172,0,132,1474,1065,3,660847,281091,0
31206_685,False,1,0,68,0,66,1500,1136,21,659992,282000,0
31206_686,False,0,0,21,0,153,1556,1497,87,659506,281964,0
31206_687,False,191,0,70,0,248,1433,1174,51,658821,282796,0
31206_688,False,32,0,48,0,115,1208,1135,45,658821,283380,0
31206_689,False,63,0,130,0,165,1410,561,62,658063,284330,0
31206_690,False,42,0,107,0,196,1476,368,50,657614,284931,0
31206_691,False,5,0,129,0,64,1471,312,69,657312,285422,0
31206_692,False,0,0,15,1,194,1290,301,58,656510,286415,0
31206_693,False,12,0,78,0,101,1374,317,70,655217,287615,0
31206_694,False,92,0,197,0,119,1299,417,57,654060,288543,0
31206_695,False,100,0,94,0,80,1366,341,78,653850,288875,0
31206_696,False,1,0,98,0,163,1564,407,38,652563,289950,0
31206_697,False,9,0,110,0,186,1508,155,35,652518,290263,0
31206_698,False,2,0,184,0,194,1564,125,29,652616,290070,0
31206_699,False,0,0,140,0,228,1592,24,98,650991,291711,0
31206_700,False,6,0,92,0,233,1730,64,77,649359,293223,0
31206_701,False,0,0,134,0,176,1568,117,4,649255,293530,0
31206_702,False,2,0,84,12,242,1636,113,4,648072,294619,0
31206_703,False,0,0,93,0,168,1650,87,7,647089,295690,0
31206_704,False,0,0,131,0,162,1578,13,77,646422,296401,0
31206_705,False,0,0,21,0,58,1649,15,54,645577,297410,0
31206_706,False,0,0,0,0,9,1550,23,20,645635,297547,0
31206_707,False,0,0,13,0,20,1424,155,62,644071,299039,0
31206_708,False,5,0,0,0,30,1527,178,71,643481,299492,0
31206_709,False,17,0,1,0,44,1489,182,12,643027,300012,0
31206_710,False,1,0,3,0,45,1261,528,8,641386,301552,0
31206_711,False,25,0,7,0,49,1354,354,15,640604,302376,0
31206_712,False,124,0,42,0,71,1398,88,8,640210,302843,0
31206_713,False,7,0,32,0,117,1247,304,32,638660,304385,0
31206_714,False,19,0,12,0,112,1107,371,0,637506,305657,0
31206_715,False,0,0,29,0,101,1269,547,36,636696,306106,0
31206_716,False,0,0,7,0,14,1412,390,21,634794,308146,0
31206_717,False,3,0,14,0,0,1370,167,19,632087,311124,0
31206_718,False,0,0,24,0,9,1259,386,0,629629,313477,0
31206_719,False,3,0,35,0,97,1101,458,25,626721,316344,0
31206_720,False,1,0,8,0,81,968,634,0,624656,318436,0
31206_721,False,26,0,0,0,30,897,725,0,622583,320523,0
31206_722,False,0,0,0,0,0,989,461,0,619880,323454,0
31206_723,False,1,0,79,10,58,812,368,0,615701,327755,0
31206_724,False,6,0,36,0,69,744,742,0,613029,330158,0
31206_725,False,0,0,0,0,0,882,702,0,610227,332973,0
31206_726,False,0,0,0,0,33,816,884,0,607783,335268,0
31206_727,False,0,0,0,0,3,677,837,0,607073,336194,0
31206_728,False,0,0,0,0,0,669,917,12,606639,336547,0
31206_729,False,19,0,2,0,34,695,1013,29,605208,337784,0
31206_730,False,11,0,0,0,44,551,944,30,604123,339081,0
31206_731,False,4,0,0,0,0,508,950,6,603155,340161,0
31206_732,False,17,0,0,0,0,483,867,15,602408,340994,0
31206_733,False,8,0,0,0,0,265,862,6,601302,342341,0
31206_734,False,0,0,0,0,0,308,872,0,600951,342653,0
31206_735,False,2,0,0,0,0,163,991,56,600049,343523,0
31206_736,False,0,0,0,0,0,210,875,84,599195,344420,0
31206_737,False,0,0,0,0,0,230,806,51,598144,345553,0
31206_738,False,2,0,0,0,0,238,1002,65,597136,346341,0
31206_739,False,0,0,0,0,0,346,840,12,595482,348104,0
31206_740,False,4,0,0,0,0,270,940,45,591372,352153,0
31206_741,False,0,4,0,0,0,213,783,38,580275,363471,0
31206_742,False,0,0,0,0,0,235,824,99,564199,379427,0
31206_743,False,0,15,0,0,0,339,580,35,546365,397450,0
31206_744,False,4,0,0,0,1,480,743,0,519222,424334,0
31206_745,False,0,8,0,0,2,457,383,0,480525,463409,0
31206_746,False,4,0,0,0,6,448,290,0,440082,503954,0
31206_747,False,0,0,0,0,49,432,177,0,389884,554242,0
31206_748,False,1,7,0,0,14,266,201,27,341250,603018,0
31206_749,False,0,17,0,0,2,208,386,31,292273,651867,0
31206_750,False,0,9,0,0,0,161,532,184,253443,690455,0
31206_751,False,83,0,0,0,1,31,998,11,216084,727576,0
31206_752,False,186,9,17,0,0,12,1329,188,186437,756606,0
31206_753,False,90,8,0,0,0,18,2189,395,168408,773676,0
31206_754,False,188,104,0,0,0,11,3114,395,147822,793150,0
31206_755,False,51,285,32,0,0,7,3396,157,131512,809344,0
31206_756,False,39,349,122,6,0,2,3761,57,117096,823352,0
31206_757,False,112,372,126,8,0,0,4726,1017,102007,836416,0
31206_758,False,121,288,167,0,0,0,5430,1898,91110,845770,0
31206_759,False,114,433,188,32,0,0,6502,1667,81404,854444,0
31206_760,False,84,476,120,11,0,0,9657,2357,68341,863738,0
31206_761,False,86,219,103,0,0,0,26091,3538,59028,855719,0
31206_762,False,153,796,0,0,0,0,39230,6915,53618,844072,0
31206_763,False,328,1464,0,0,0,15,48425,12012,46819,835721,0
31206_764,False,176,1722,1,0,0,76,46365,10187,36398,849859,0
31206_765,False,102,2466,5,54,0,64,35503,5636,26367,874587,0
31206_766,False,1,1763,0,8,0,37,24466,3286,18090,897133,0
31207_094,False,15,0,0,0,0,1644,0,0,47305,895820,0
31207_095,False,100,0,0,0,0,1816,0,0,49406,893462,0
31207_096,False,7,0,0,0,0,1995,0,0,51867,890915,0
31207_097,False,0,0,0,0,0,2193,0,0,54231,888360,0
31207_098,False,0,0,0,0,0,2288,0,0,56804,885692,0
31207_099,False,0,0,0,0,0,2312,0,0,59441,883031,0
31207_100,False,0,0,0,0,0,1942,0,0,62049,880793,0
31207_101,False,4,0,0,0,0,1851,0,0,64878,878051,0
31207_102,False,0,0,0,0,0,1874,0,0,67428,875482,0
31207_103,False,70,0,0,0,0,1945,0,0,69754,873015,0
31207_104,False,96,0,0,0,0,2604,0,0,71589,870495,0
31207_105,False,76,0,0,0,0,2645,0,0,74323,867740,0
31207_106,False,1290,0,0,0,0,944,0,0,77655,864895,0
31207_107,False,632,0,0,0,0,1671,0,0,80315,862166,0
31207_108,False,801,0,0,0,0,1642,0,0,82926,859415,0
31207_109,False,475,0,0,0,0,2015,0,0,86238,856056,0
31207_110,False,265,0,0,0,0,2151,0,0,89450,852918,0
31207_111,False,331,0,0,0,0,1876,1,0,92405,850171,0
31207_112,False,523,0,0,0,0,1450,0,0,95728,847083,0
31207_113,False,907,0,0,0,0,1143,0,0,98251,844483,0
31207_114,False,994,0,0,0,0,872,0,0,101370,841548,0
31207_115,False,248,0,0,0,0,1759,0,0,103781,838996,0
31207_116,False,190,0,0,0,0,1655,0,0,106861,836078,0
31207_117,False,157,0,0,0,0,1709,0,0,109436,833482,0
31207_118,False,0,0,0,0,0,2659,0,0,111393,830732,0
31207_119,False,7,0,0,0,0,2741,0,0,113696,828340,0
31207_120,False,17,0,0,0,0,2518,0,0,116378,825871,0
31207_121,False,429,0,0,0,0,1638,0,0,119994,822723,0
31207_122,False,1211,0,0,0,0,255,0,0,123114,820204,0
31207_123,False,1120,4,0,0,0,222,0,0,125927,817511,0
31207_124,False,950,0,0,0,0,407,0,0,128642,814785,0
31207_125,False,704,0,0,0,0,391,0,0,131315,812374,0
31207_126,False,466,0,0,0,0,413,0,0,134977,808928,0
31207_127,False,257,0,0,0,0,447,0,0,137964,806116,0
31207_128,False,306,0,0,0,0,177,0,0,140827,803474,0
31207_129,False,212,0,0,0,0,0,0,0,143286,801286,0
31207_130,False,0,0,0,0,0,0,0,0,146288,798496,0
31207_131,False,0,0,0,0,0,0,0,0,148700,796084,0
31207_132,False,0,0,0,0,0,0,0,0,151463,793321,0
31207_133,False,0,0,0,0,0,0,0,0,154208,790576,0
31207_134,False,0,0,0,0,0,0,0,0,156549,788235,0
31207_135,False,0,0,0,0,0,0,0,0,159199,785585,0
31207_136,False,0,0,0,0,0,0,0,0,161862,782922,0
31207_137,False,0,0,0,0,0,134,0,0,164590,780060,0
31207_138,False,0,0,0,0,0,186,0,0,167432,777166,0
31207_139,False,0,0,0,0,0,2,0,0,170854,773928,0
31207_140,False,0,0,0,0,0,0,0,0,173659,771125,0
31207_141,False,0,0,0,0,0,0,0,0,176793,767991,0
31207_142,False,0,0,0,0,0,0,0,0,180244,764540,0
31207_143,False,0,0,0,0,0,0,15,0,184245,760524,0
31207_144,False,0,0,0,0,0,0,0,0,188132,756652,0
31207_145,False,0,0,0,0,0,0,0,0,191416,753368,0
31207_146,False,0,0,0,0,0,0,0,0,195248,749536,0
31207_147,False,0,0,0,0,0,0,0,0,198536,746248,0
31207_148,False,0,0,0,0,0,0,0,0,201811,742973,0
31207_149,False,0,0,0,0,0,0,0,0,205413,739371,0
31207_150,False,0,0,0,0,0,0,0,0,208613,736171,0
31207_151,False,0,0,0,0,0,0,0,0,212018,732766,0
31207_152,False,0,0,0,0,0,0,0,0,215609,729175,0
31207_153,False,0,0,0,55,0,0,0,0,218964,725765,0
31207_154,False,0,0,0,104,0,0,0,0,222425,722255,0
31207_155,False,0,0,0,345,0,60,0,0,226366,718013,0
31207_156,False,8,0,0,439,0,122,0,0,229836,714379,0
31207_157,False,81,0,0,388,0,139,0,0,233468,710708,0
31207_158,False,105,0,0,197,0,149,0,0,236732,707601,0
31207_159,False,1,0,0,337,0,108,0,0,239727,704611,0
31207_160,False,0,0,0,326,0,8,0,0,242174,702276,0
31207_161,False,0,0,0,325,0,0,0,0,245725,698734,0
31207_162,False,0,0,0,312,0,0,0,0,248511,695961,0
31207_163,False,0,0,0,358,0,0,0,0,251702,692724,0
31207_164,False,0,0,0,344,0,0,0,0,254318,690122,0
31207_165,False,0,0,0,459,0,137,0,0,256841,687347,0
31207_166,False,0,0,0,606,0,269,0,0,258857,685052,0
31207_167,False,0,0,0,594,8,339,0,0,262362,681481,0
31207_168,False,0,0,0,741,0,384,0,0,265248,678411,0
31207_169,False,0,0,0,736,0,456,0,0,267064,676528,0
31207_170,False,0,0,0,802,0,487,0,0,269941,673554,0
31207_171,False,0,0,0,846,0,510,0,0,273333,670095,0
31207_172,False,0,0,0,667,0,554,0,0,275522,668041,0
31207_173,False,1,0,0,605,0,574,0,0,278159,665445,0
31207_174,False,0,0,0,518,0,510,0,0,280750,663006,0
31207_175,False,9,0,0,900,0,481,0,0,283498,659896,0
31207_176,False,48,0,0,1185,0,450,0,0,285950,657151,0
31207_177,False,40,0,25,1012,0,419,0,0,288061,655227,0
31207_178,False,72,0,14,1102,0,469,133,0,291191,651803,0
31207_179,False,165,0,34,1133,0,508,41,0,294053,648850,0
31207_180,False,120,0,346,1060,0,517,43,0,296330,646368,0
31207_181,False,41,0,334,795,1,467,1222,0,298880,643044,0
31207_182,False,0,0,361,895,0,535,1032,0,301021,640940,0
31207_183,False,13,0,336,771,6,528,764,0,303447,638919,0
31207_184,False,0,0,226,756,0,458,1452,0,305788,636104,0
